uid;designation;ingredients
59ea5ffe-02f1-45fb-bd82-34753f8526c3;Moelleux cacao en étui 40 g KER CADELAC;Farine de BLÉ - Sucre - Huile de colza - OEUFS - Huiles et graisses végétales (tournesol, karité, coprah) - Chocolat 5,5% (sucre, pâte de cacao, LAIT entier en poudre, cacao maigre en poudre, émulsifiant : lécithines de tournesol, arôme naturel de vanille) - Sirop de glucose - Stabilisant : sorbitols - LAIT écrémé en poudre - LACTOSE - Poudres à lever : diphosphates et carbonates de sodium - Pâte de NOISETTE 0,8% - Arômes - Sel - Emulsifiant : lécithines de tournesol - Acidifiant : acide citrique - Conservateur : sorbate de potassium
9f3779f7-85ac-44c2-8483-2a2b461eba50;Sauce marinade kalbi en bouteille 300 g SENS GOURMET;Eau, sucre, Sauce de SOJA(eau, SOJA dégraissé, BLE, sirop de MAÏS à haute teneur en fructose, vinaigre de riz et manioc fermenté, extrait de levure, sucralose) sirop de MAÏS à haute teneur en fructose, ail, sel, gingembre, SESAME, poivre noir, gomme de xanthane, huile de SESAME, caramel, 5'ribonucléottide isodique, sodium benzoate.
62709016-fb2e-4933-924d-ddaa21a0792b;OEUFS PRALINÉ AMANDES FONDANT 1.25KG;"Chocolat au lait (sucre, beurre de cacao, LAIT entier en poudre, pâte de cacao, lactose (LAIT), lactosérum en poudre (LAIT), émulsifiant : lécithine de SOJA), praliné amandes 32% (sucre, AMANDES), graisses végétales (palme et palmiste), pâte de cacao, sucre, arôme naturel de vanille avec autres arômes naturels, beurre concentré (LAIT), beurre de cacao, émulsifiant : lécithine de SOJA, cacao maigre en poudre.
Présence possible d'arachide, noisette, noix, noix de cajou, noix de pécan, pistache, gluten et oeuf.
Chocolat au lait à 31% de cacao minimum"
aeda7bf1-4d4d-44bb-8518-2e91fc6fd76c;COLIS ETE 13+3;"HAPPY CHERRY
sirop de glucose; sucre; gélatine; dextrose; acidifiant: acide citrique; arôme; concentrés de fruits et de plantes: carthame, pomme, spiruline; colorant: anthocyanes; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba; sirop de sucre inverti.
WORMS
sirop de glucose; sucre; gélatine; acidifiant: acide citrique; arôme; concentrés de fruits et de plantes: carthame, spiruline, pomme, kiwi, carotte, hibiscus, cassis, baie de sureau, aronie, raisin, orange, citron, mangue, fruit de la passion; extrait de baie de sureau; sirop de caramel; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba.
OEUF AU PLAT
sucre; sirop de glucose; dextrose; gélatine; acidifiant: acide citrique; arôme; colorants: carotènes végétaux, anthocyanes; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba.
L'OURS D'OR
sirop de glucose; sucre; gélatine; dextrose; acidifiant: acide citrique; jus de fruits concentrés: pomme, orange, citron, fraise, framboise, ananas; arôme; concentrés de fruits et de plantes: carthame, spiruline, pomme, kiwi, orange, baie de sureau, citron, mangue, fruit de la passion, cassis, aronie, raisin; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba.
HAPPY COLA
sirop de glucose; sucre; gélatine; dextrose; acidifiant: acide citrique; sirop de caramel; arôme; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba.
CROCO
sirop de glucose; sucre; dextrose; gélatine; acidifiant: acide citrique; concentrés de fruits et de plantes: carthame, spiruline, pomme; sirop de sucre inverti; arôme; colorants: carotènes végétaux, lutéine, anthocyanes; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba.
RAINBOW PIK
sucre; sirop de glucose; amidon de maïs; humectant: sorbitols; farine de blé; dextrose; amidon de blé; graisse de palme; acidifiants: acide citrique, acide malique; correcteurs d'acidité: citrate tricalcique, malate acide de sodium, citrate trisodique; agent d'enrobage: cire de carnauba; gélatine; émulsifiant: mono- et diglycérides d'acides gras; arôme; concentrés de fruits et de plantes: patate douce, pomme, cassis, radis; colorants: curcumine, bleu patenté V, lutéine.
MIAMI PIK
sucre; sirop de glucose; amidon de maïs; humectant: sirop de sorbitol; farine de blé; eau; acidifiants: acide citrique, acide malique; agent d'enrobage: cire de carnauba; correcteurs d'acidité: citrate tricalcique, malate acide de sodium; émulsifiant: mono- et diglycérides d'acides gras; arôme; concentrés de fruits et de plantes: cassis, baie de sureau, aronie, raisin; extrait de baie de sureau; colorants: curcumine, bleu patenté V.
LANGUE ACIDE PIK
sirop de glucose; sucre; amidons transformés; acidifiants: acide citrique, acide malique; correcteurs d'acidité: citrate tricalcique, malate acide de sodium; agent d'enrobage: cire de carnauba; arôme; concentrés de fruits et de plantes: carthame, citron; colorants: carmins, bleu patenté V, lutéine; sirop de sucre inverti.
CROCO PIK
sirop de glucose; sucre; gélatine; dextrose; acidifiants: acide citrique, acide malique; agent d'enrobage: cire de carnauba; correcteurs d'acidité: citrate tricalcique, malate acide de sodium; arôme; concentrés de fruits et de plantes: citron, carthame; sirop de sucre inverti; colorants: bleu patenté V, charbon végétal, carotènes végétaux, lutéine, anthocyanes.
SUPER FRITES PIK
sirop de glucose; sucre; gélatine; dextrose; acidifiants: acide citrique, acide malique; agent d'enrobage: cire de carnauba; correcteurs d'acidité: citrate tricalcique, malate acide de sodium; arôme; concentrés de fruits et de plantes: citron, carthame; sirop de sucre inverti; colorants: bleu patenté V, carotènes végétaux, lutéine, anthocyanes.
TAGADA
sucre; sirop de glucose; gélatine; acidifiant: acide citrique; arôme; concentrés de fruits et de plantes: radis, carotte, carthame, citron; sirop de sucre inverti.
DRAGIBUS SOFT
sirop de glucose; sucre; amidon; dextrose; acidifiants: acide citrique, acide malique; correcteurs d'acidité: citrate monosodique, malate acide de sodium; arôme; colorants: curcumine, bleu patenté V, charbon végétal, carotènes végétaux, anthocyanes; agent d'enrobage: cire de carnauba.
FLANBOTTI
sucre; sirop de glucose; dextrose; gélatine; acidifiant: acide citrique; arôme; sirop de caramel; colorants: lutéine, charbon végétal; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba.
TAGADA PINK NEW
sucre; sirop de glucose; gélatine; acidifiants: acide citrique, acide malique; correcteur d'acidité: malate acide de sodium; arôme; concentré de fruits et de plantes: patate douce, pomme, radis, cerise.
MAO CROQUI FRUITS
sucre; sirop de glucose; graisse de palme; humectant: sirop de sorbitol; acidifiant: acide citrique; gélatine; arôme; concentrés de fruits et de plantes: citron, carthame, spiruline, cassis, carotte, radis, pomme; correcteur d'acidité: carbonate acide de sodium; agent d'enrobage: cire d'abeille blanche et jaune; anti-agglomérant: talc; sirop de sucre inverti.."
f35d4f58-37bb-4ae5-a530-7f380da82bd3;Brownie aux pépites de chocolat en étui 80 g ERTE;Sucre, farine de blé, huile de colza, oeufs frais (13%), pépites de chocolat noir (8,5%) (sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, émulsifiant : lécithine de tounesol), beurre concentré, blancs d'oeufs frais (6%), stabilisant : glycérol, sirop de sucre inverti, poudre de cacao, poudre de lait entier, sel, poudres à lever : pyrophosphate et bicarbonate de soude, émulsifiant : mono- et diglycérides d'acides gras, conservateur : sorbate de potassium, arômes.
e365b459-cca0-4b05-971a-e395c40b3f6e;Mini gâteau au chocolat en sachet 80 g ERTE;Sucre, farine de blé, huile de colza, oeufs frais (13%), pépites de chocolat noir (8,5%) (sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, émulsifiant : lécithine de tounesol), beurre concentré, blancs d'oeufs frais (6%), stabilisant : glycérol, sirop de sucre inverti, poudre de cacao, poudre de lait entier, sel, poudres à lever : pyrophosphate et bicarbonate de soude, émulsifiant : mono- et diglycérides d'acides gras, conservateur: sorbate de potassium, arômes.
3634fb1e-ee79-41d1-8aaa-084c1fae5bd5;Purée de poire sans sucres ajoutés en coupelle 95 g CHARLES ET ALICE;Poire 99,9%, antioxydant: acide ascorbique.
de596402-cb96-4097-871e-2d4cc98204bd;Thé vert Tchaé Orient en  boîte 25 sachets fraîcheur LIPTON;Thé vert (89%), arôme, épices (2%) (anis, cannelle, réglisse).
820964af-06ed-480c-b901-9a11ab71a812;Schtroumpfs en sachet 40 g HARIBO;"sirop de glucose; sucre; gélatine; dextrose; acidifiant: acide citrique; arôme; colorants: carmins, bleu patenté V, lutéine; agents d'enrobage: cire d'abeille blanche et jaune, cire de carnauba"
9458a288-04f0-49fc-9d92-d88c696ab085;Mélange Tandoori Massala en sachet 500 g TERRE EXOTIQUE;paprika, poivre noir, coriandre, cumin, ail semoule, carvi noir cannelle, clou de girofle, muscade
98d8e161-c1c8-4023-b772-bdb8eff428cd;Financier aux amandes en étui 25 g KER CADELAC;Sucre - Blancs d'OEUFS - AMANDES en poudre 14% - BEURRE pâtissier 13% -Farine de BLÉ - Stabilisant : sorbitol -Sel - Arôme naturel -Poudres à lever : diphosphates, carbonates de sodium .
d0aa2c1c-4317-4e5f-8a18-82e56976da22;Panna cotta en boîte 600 g NESTLÉ DOCELLO;Sucre, dextrose, maltodextrine, stabilisants (E460, E450, E516, E401, E404), épaississant (E407), arôme naturel (lait). Peut contenir : fruits à coque, oeuf, soja et gluten.
e09374a6-9682-4175-8967-53fed1b6eb84;Pomme de terre en quartier sous vide en sac 2,5 kg LUNOR;Pommes de terre, eau.
b7d7621a-fcdd-4487-9b38-e07fae698c4a;Haricots verts très fins en poche 1,7 kg BONDUELLE;Eau, haricots verts, sel.
f23ad885-3bee-4b21-9859-61325af8ad75;Infusion grandes tables O' digest BIO en boîte de 15 sachets DESTINATION PREMIUM;Menthe poivrée, Mélisse, Verveine, Menthe nanah, Feuille d'oranger, Bouton d'oranger, Pétales d'oranger, Ecorces d'oranger, Vanille gousse - issus de l'agriculture biologique
873c7c2c-7a9a-479a-b37c-7f5e603cacb8;Céréales instantanées en poudre saveur briochée en boîte 400 g BLEDINA;Farine 83,4 % (Blé (GLUTEN), Blé hydrolysé (GLUTEN)) - Sucre - Caramel - Arômes - Vitamines (C, B1)
e51b7fd6-d878-47f8-a36b-f10f8d4087bd;Brisure de truffe en boîte 4/4 PLANTIN;Débris de truffes d'hiver, jus de truffes, sel
d876d682-9969-48b0-bdf9-91234f233279;Chocolat au lait extra fin en tablette 100 g COTE D'OR;Sucre, pâte de cacao, poudre de LAIT écrémé, beurre de cacao, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithine de SOJA), arômes. Cacao : 33% minimum. PEUT CONTENIR FRUITS À COQUE.
6669df16-77f8-4488-bbc2-9c3fe36284f8;TROPICO L'ORIGINAL EN BOUTEILLE 50 CL ;"Eau de source*/Eau**; jus de fruits à base de concentrés 12.4% (orange 11.4%, ananas 1%); sucre; acidifiants: acide citrique, acide malique; extraits d'orange; arômes; antioxydant: acide ascorbique; stabilisant: gomme arabique.
*PET
**CAN"
76c97fca-6e40-4a7e-ae59-eb89d49c28a4;Sel gros gemme en sac 25 kg ESCO;
0481d91b-9653-42e7-b525-9dc9b87b06f2;Grande madeleine nature en étui 40 g ST MICHEL;Farine de BLE, huile de colza non hydrogénée, OEUFS de poules élevées en plein air (21%), sucre, stabilisant : glycérol, sirop de glucose-fructose, émulsifiant : mono- et diglycérides d'acides gras, poudres à lever : diphosphates et carbonates de sodium (BLE), fécule, sel, arôme.
801f9588-ab4b-453b-aace-a92c073cbf3d;Pamplemousse en segments au sirop léger en boîte A10 ST MAMET;"Segments de pamplemousse, eau, sucre, acidifiant : acide citrique*, agent de fermeté : chlorure de calcium*.
* En fonction des origines, des additifs peuvent être ajoutés."
9482c34a-0b40-4e1d-9f13-9e798adaadf4;Garniture de 4 légumes en boîte 4/4 MAINGOURD;"- Haricots verts coupés,
- flageolets verts, 
- carottes, 
- pommes de terre,
- eau, sel"
5cee689e-6fb1-493c-b232-1d8fb1f88a57;Flageolet vert extra fin en boîte 5/1 D'AUCY;Flageolets verts. Jus : eau, sel, affermissant : chlorure de calcium (E509)
15d6958c-025e-43a6-9f3b-a0d923a61c3f;Mélange de fruits coupe du verger au sirop léger en boîte 5/1 ST MAMET;Pommes en tranches (35 à 56%), pêches en tranches (8 à 17%), raisins (1 à 3%), eau, sucre, affermissant : chlorure de calcium, antioxydant : acide ascorbique.
5a873f92-8f32-4440-bfbc-9ffaba4f77ba;HUILE DE SÉSAME GRILLÉ 1 LITRE;graines de sésame (allergène)
74297717-3fa8-4aed-95cc-e8737c1a6157;Crème pâtissière à froid premium en boîte 5 kg ANCEL;sucre, amidon modifié, LACTOSÉRUM en poudre, dextrose (contient GLUTEN), CRÈME en poudre, LACTOSE, LAIT écrémé en poudre, émulsifiants (E 472a, E 472b, E 339), sirop de glucose, correcteur d'acidité (E 263), arômes ( contient LAIT), colorants (E160 b, E 101i), Traces éventuelles de FRUITS À COQUES, OEUF.
298053ff-a315-4099-9d2f-eca842508bb3;Sucre en poudre en sachet 10 g DADDY;
53f56fb9-4aa2-4362-8d6c-a05792f48528;Nappage cuisiné pour pizza en boîte 5/1 BUITONI;Tomates 52% (tomates concassées et purée de tomates), eau, oignons 7,3%, amidon de maïs modifié, huile de tournesol, sucre, sel, arôme, affermissant (chlorure de calcium).
f9f2c425-07cd-43ef-aabe-ec777e89a6e7;Praliné noisette-amande en seau 5 kg CACAO BARRY;"sucre 49,0%; noisettes 25,0%; amandes 25,0%; émulsifiant: mono- et diglycérides d'acides gras <1%; émulsifiant: lécithine de tournesol <1%"
89f09e08-9ff7-48c4-9df2-684eb5dbb6f9;Speculoos concassés en sac 7,5 kg LOTUS;"Farine de blé, sucre, huiles végétales (huile de palme issue de plantations durables et certifiées, huile de colza), sirop de sucre candi, poudre à lever
(carbonate acide de sodium), farine de soja, sel, cannelle."
48bbc56d-563d-4e76-a07d-600d812605f3;TORTILLA DE BLÉ;
31411cc4-0629-4493-abab-f6d354811bd8;Infusion camomille en boîte 100 sachets non enveloppés GUSTO DEBRIO;
d7df7189-c90d-465b-828f-fdae1236d3d0;Pain de mie en tranches 12 x 12 cm en paquet 475 g HARRYS;Farine de BLÉ 68,5%, eau, sel, arôme (contient alcool), levure, sucre, huile de colza, farine de fèves, conservateur : propionate de calcium, amidon de BLÉ, vinaigre, émulsifiant : mono- et diglycérides d'acides gras, levure désactivée, gluten de BLÉ, antioxydant : acide ascorbique. Peut contenir des traces d'OEUFS, SOJA, LAIT, FRUITS A COQUE, GRAINES DE SÉSAME.
244c4b5b-9f2a-4f6a-ac61-06d048e07704;Chutney de figue en bocal 220 g FAVOLS;Figue 60% sucre de canne vinaigre sel curry poivre, gélifiant: pectine
e9cecd88-f4f3-4c6c-b518-c715bc2b60e6;Sauce soja en bouteilles 75 cl LA SHUNDE;Eau, extrait de soja, farine de blé, sel
5c6c9d6d-542c-4f22-9731-5f9a78337808;Spécialité pomme-vanille en coupelle 100 g SAINT MAMET;pomme 95% minimum, sucre, arôme naturel de vanille 0,1%, antioxydant : acide ascorbique.
1f4eee1d-220b-41d8-9442-5020a3655ccd;Préparation pour moelleux vanillé en sac 5 kg TADAAM;"Sucre, chapelure de pain (Farine de blé, farine de germe de maïs stabilisé, eau, levain (blé, seigle), levure, sel, gluten, germe de blé, protéines de blé, semoule de blé dur, épices), farine de blé, poudre à lever*(amidon de blé*, bicarbonate de sodium, tartrate monopotassique).
(* Issus de l'agriculture biologique), sucre vanillé."
8d833da0-610f-4045-9877-adf8ad9ea56c;Haricots blancs BIO en sac 5 kg SABAROT;100% haricots blancs bio
b87d1eff-dd70-41b6-88e5-2e62ff894c4e;Sauce salade en coupelle 20 g GYMA;"Eau, huile de colza, vinaigre d'alcool, MOUTARDE de Dijon (eau, graines de MOUTARDE, vinaigre d'alcool, sel, correcteur d'acidité : E330, conservateur : E224*), sel, sucre*, acidifiant : E330, épice, stabilisants : E412 et E415.
*Contient : SULFITES."
d8b0687e-5e25-4ff9-9384-087f993218bc;Nectar fruit de la passion en bouteille verre 1 L CARAIBOS;"Eau ; jus de fruit de la passion ; sucre ; épaississant : pectine ; antioxydant : acide ascorbique"
22663c1d-2580-40b3-b4a0-ed8ba1054980;Crème dessert caramel au beurre salé en boîte 5/1 YABON;Lait écrémé 72%, caramel 10% crème, sucre, amidon transformé, beurre demi-sel 2%, sel, épaississant : gomme xanthane, correcteur d'acidité : citrate de sodium.
0eb6fa2e-c9e5-4d99-984e-625b1e6bb136;Bouillon de poule en pâte en boîte 1 kg KNORR;sel, exhausteurs de goût : glutamate, inosinate et guanylate de sodium, graisse de palme, amidon modifié de pomme de terre, viande de poule : 3,9%, graisse de poule : 3,5%, arômes, huile de tournesol, oignon, épices et aromates (curcuma, poivre, persil), caramel, maltodextrine, extrait de levure, antioxydant : extrait de romarin. Peut contenir: céleri.
8165f0d0-fed6-4bb4-b8b9-ea18be1ee53e;Confiture tous fruits en boîte 5/1 VALADE EN CORREZE;Sirop de glucose-fructose, plusieurs fruits 35%, sucre, gélifiant : pectines, acidifiant : acide citrique.
a0f62714-7d35-4a17-a29a-b08ce5f78dba;Mini Kinder maxi en étui 6 g KINDER;"chocolat supérieur au lait 39% (sucre, lait en poudre, beurre de cacao, pâte de cacao, émulsifiants : lécithines [soja], vanilline), sucre, lait écrémé en poudre, huile de palme, beurre concentré, émulsifiants : lécithines [soja], vanilline.
Sur le total : produits laitiers 33 % (lait écrémé en poudre, lait en poudre : 27,4 %, beurre concentré 5,6 %) - cacao 12,5 %. Le chocolat utilisé est un chocolat pur beurre de cacao."
0e68c6ed-839e-4603-9ffa-ec64ccfb2aa1;Vinaigrette légère nature en flacon 450 ml AMORA;Eau, huile de colza 25%, vinaigres de vin rouge et de vin blanc, sel, sucre, amidon modifié, épaississant : gomme xanthane, farine de MOUTARDE, arômes, protéines de LAIT, jus de citron concentré, colorant : lutéine (extrait de tagète).
64836dd3-5b4f-42ff-862a-31ee19cefda4;Riz Basmati en sac 5 kg UNCLE BEN'S;
f1982954-f091-4aa1-addb-6659062e0f66;Boisson thé vert blueberry-birch Relax and Focus en bouteille 314 ml NOA;
d77c0b86-ea31-4bae-a0e4-645d7109611f;MOULINÉ DE LÉGUMES D'AUTREFOIS 1L KNORR;"eau, carotte¹ : 5,9%, poireau¹ : 4,1%, panais¹ : 3,9%, pomme de terre¹ : 3,9%, oignon¹ : 3,2%, amidon modifié de maïs, topinambour¹ : 1,2%, huile de tournesol, CRÈME fraîche, sel, BEURRE, rutabaga¹ : 0,4%, lactosérum (LAIT), extrait de levure, sucre, jus de CÉLERI concentré, jus de carotte concentré, jus de poireau concentré, jus d'oignon concentré. Peut contenir : gluten, moutarde, oeuf.
¹Légumes issus de l'agriculture durable."
6644bea1-6816-401c-97d6-e819681a14ee;MADELEINE PUR BEURRE;Farine de blé, sucre, oeufs de poules élevées en plein air (21%), beurre pâtissier (20%), sirop de glucose-fructose, stabilisants: sorbitols et glycérol, poudres à lever : diphosphates et carbonates de sodium (blé), arôme naturel.
1bc17f58-1530-46e6-aee2-9d302a277420;Huile d'olive vierge en bouteille 1 L FONTOLIVA;
755846ca-69e3-4248-b04c-c4000136b4c6;Haricots coco en sac 10 kg SABAROT;100% haricots cocos blancs
72ec1661-1bec-422d-b4f4-c3016a1fc3b0;Garniture citron en seau 4,3 kg ANDROS CHEF;"eau, sirop de glucose-fructose, sucre, épaississant : amidon modifié, graisse végétale non hydrogénée de noix de
coco, jus concentré de citron 2%, gélifiant : pectines de fruits, arôme naturel de citron, émulsifiants E472C et
E473, arôme, conservateur : sorbate de potassium, sel, colorant : E161b.
Teneur en Luteïne : moins de 5 mg/kg"
072b39db-4dc2-42be-ba3e-1bf1bf469c57;Préparation pour coleslaw en boîte 5/1 D'AUCY;Légumes (54%) (choux blancs émincés (34%), carottes râpées (20%)), eau, vinaigre, sucre, sel, acidifiant : acide lactique.
727066f1-d897-424a-9b2e-9454b73ace18;Barre réglisse BIO en étui 48 g GETRAW;Noix de cajou*, dattes*,amandes*, nectar de palme de coco*, extrait de racine de réglisse* (1%), gousse de vanille*, sel de l'Himalaya, huile d'anis* *biologique
6c030242-1a1d-4407-a447-92a0214504c8;Spécialité pomme-framboise en boîte 5/1 CHARLES ET ALICE;Pomme 92%, framboise 4%, sirop de glucose-fructose, jus concentré de carotte pourpre, antioxydant: acide ascorbique, arôme naturel framboise avec d'autres arômes naturels.
0dd71831-4c9e-4182-890c-e262a7c697e8;Pâte de fruits en étui 25 g CEMOI;"pulpe de pommes (50%)*, sucre, sirop de glucose, gélifiant : pectines, acidifiant : acide citrique, arômes, colorants : E100 - E163 - E160c - E141.
* Pourcentage à la mise en oeuvre pour chaque parfum."
ed113946-3377-4c36-bb7d-0ed097e9e6ad;Cornichon au vinaigre 150 + en boite 5/1 AICHA;Cornichons, eau, vinaigre d'alcool, sel, graines de moutarde, oignons, coriandre, poivre et arome d'estragon
03027422-8c89-4c4d-a707-c59428c462fd;Farine de riz en sac de 5 Kg VIVIEN PAILLE;
19a38446-745d-4baf-a5ed-5689eb37fb8b;Vinaigrette au vinaigre balsamique en coupelle 20 ml BORGES;"Huile de colza, « Aceto Balsamico di Modena IGP » (25%) (vinaigre de vin, moût de raisin cuit, colorant E-150d), huile d'olive vierge extra.
Contient sulfites."
2cb689bd-1e39-4a63-bcde-4669741505c1;Cake aux fruits 250 g BROSSARD;Fruits confits 21,8% [bigarreaux confits 11,8% (bigarreaux, sucre, acidifiant : acide citrique, conservateur : sorbate de potassium, colorant : cochenille), pastèques confites 5,1% (pastèques, sirop de glucose-fructose, sucre, conservateur : sorbate de potassium, acidifiant : acide citrique, colorant : cochenille), écorces d'orange confites 4,9% (écorces d'orange, sirop de glucose-fructose, sucre, conservateur : sorbate de potassium, acidifiant : acide citrique)], farine de blé, raisins secs 14,8% (raisins, huiles végétales : colza - coton), huile de colza, oeufs frais, sucre, stabilisant : glycérol, sirop de glucose-fructose, extrait aromatique : rhum - infusion d'écorces d'oranges douces - arômes, sel, poudres à lever : diphosphates - carbonates de sodium, gélifiant : gomme xanthane, arôme naturel d'orange, farine de blé malté, conservateur : anhydride sulfureux.Présence possible de : arachide, fruits à coque, lait, soja.
02ec3107-9ff7-4b50-ba55-d7cc44e1e393;Coquillette en boîte 250 g LUSTUCRU;100% Semoule de blé dur de qualité supérieure
32d9b572-5eb8-403d-a1f7-d8e3f688eef6;TOPPING CARAMEL BEURRE SALE IMPERIAL 1 L;sirop de glucose-fructose, lait concentré sucré, eau, sucre, sel, arôme, conservateur: sorbate de potassium.
6dfae8fd-6111-4a57-862e-c20a39a195e0;Pain de mie sans croûte en tranches en paquet 325 g HARRYS;"Farine de BLÉ 63%, eau, sucre, huile de colza, sel, vinaigre, levure, farine de fèves, gluten de BLÉ, arôme (contient alcool), extrait d'acérola. Peut contenir
des traces d'OEUFS, SOJA, LAIT, FRUITS À COQUE, GRAINES DE SÉSAME."
fa5b2b55-d605-4600-bd43-5793fd9b7419;Spécialité pomme-mirabelle-poire en gourde 120 g MATERNE;pomme 69,6% (purée et purée concentrée), mirabelle 20,0%, poire 10,0%, arômes naturels, jus de citron concentré (si nécessaire pour réguler l'acidité), antioxydant : acide ascorbique. Sans gluten.
bbe72396-6ed4-4df1-935b-0c0a7dbd77dc;Biscuits Tea Time en boîte 500 g DELACRE;"farine de blé - sucre - graisse végétale (palme, palmiste, colza, noix de coco) - chocolat (12%)(sucre, pâte de cacao, beurre de cacao, beurre pâtissier, émulsifiant: lécithine de soja) - chocolat au lait (11,5%)(sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, beurre pâtissier, émulsifiant: lécithine de soja, arôme) - chocolat blanc (3%)(sucre, beurre de cacao, lait écrémé en poudre, lactoserum en poudre, beurre pâtissier, émulsifiant: lécithine de soja, arôme) - cassonade (0,9%) - lactose et protéines de lait - amidon de blé - lait entier en poudre - beurre - dextrose -  chocolat en flocons (sucre, pâte de cacao, poudre de lait entier, beurre concentré, beurre de cacao, arôme) - sel - farine de malt d'orge - cacao maigre en poudre - blanc d'oeuf en poudre - poudres à lever: carbonate de sodium, carbonates d'ammonium, diphosphate disodique - oeuf entier en poudre - émulsifiant: lécithine de soja - noix de coco (0,05%) - arômes - sirop de candi - jaune d'oeuf en poudre - cannelle - colorant : E101.
Peut contenir des traces d'amandes, de noix de pécan,  d'autres fruits à coque, d'avoine et d'autres glutens."
78da9aba-1a6b-4a2e-bc6e-ee2acf4d9fe4;GALLIMATE ORIGINAL;"Eau gazéifiée ; sirop d'agave ; extrait naturel de maté ; arômes
naturels ; acidifiant: acide citrique"
d2137dae-ff21-46ec-83be-7400773c6c3b;Sauce aux 3 poivres hyposodée en boîte 800 g NEFF MADA;Amidon modifié de pomme de terre - Fécule de pomme de terre - Sirop de glucose de maïs - Matières grasses végétales : Huile de tournesol, huile de colza - Poivre 6,2 % (Poivre gris, poivre vert, poivre blanc) - Oignon - Extrait de levure - Arôme - Tomate - Epaississant : E466 - Sucre - Ail - Colorant : E150c - Protéines de lait - Extrait de paprika.
8266604c-1ea2-47ca-a4fa-649b4147e733;Sel gros iodé en sachet 1 kg CEREBOS;
e00d012a-75f3-4d34-8ee6-ddbdf2817d3d;Chips tortilla chili en sachet 450 g POCO LOCO;farine de maïs, huile de palme, mélange au chili (sel, oignon en poudre, maltodextrine, extrait de levure, épices, dextrose, ail en poudre, poudre de tomate, sucre, acidifiant: acide citrique, colorant: extrait de paprika, arômes).
c33aa83e-a502-4339-a8e0-c56db2e59e69;Brisures d'oréo en sachet 400 g OREO;Farine de BLÉ, sucre, huile de colza,, cacao maigre en poudre 6,5 %, sirop de glucose-fructose, amidon de BLÉ, poudre à lever (carbonate de potassium, carbonate d'ammonium, carbonate de sodium),huile de palme,sel, émulsifiants (lécithine de SOJA), arôme .PEUT CONTENIR LAIT.
7528ded6-bec2-418a-b0be-5d06387b2f88;Miel liquide de fleurs en pot 1 kg ST MAMET;"Miel.
Mélange de miels originaires et non originaires de l'UE."
8dec0469-c9f5-4139-be25-efa258959444;Maoam stripes en boîte 1,05 kg HARIBO;"Sucre; sirop de glucose; graisse de palme; humectant: sirop de sorbitol; gélatine; acidifiant: acide citrique; arôme."
3b057c7a-c5f8-4716-9bda-4c182b5fe0ed;Confiture extra de griotte en bocal 750 g BAUDRY;griotte, sucre de canne, sirop de glucose-fructose, gélifiant : pectine de fruits, jus de citron.
7f756c6d-660d-48aa-ad8d-39c03b512ee6;Eau de source naturelle gazeuse en bouteille 1,25 L CAROLA;
016b5e2f-b28c-4dc7-bc06-99c77e207104;Confitures assorties en stick 20 g ANDROS;Groseilles, sirop de glucose-fructose, sucre, gélifiant : pectine de fruits.
4f48fabb-0415-4761-a515-c9f9cf2bf8d3;COCA-COLA SANS SUCRES SLIM CAN 33CL;"Eau gazéifiée ; colorant : E150d ; acidifiants : acide phosphorique, citrate de sodium ; édulcorants : aspartame, acésulfame-K ; arômes naturels (extraits végétaux), dont caféine.
Contient une source de phénylalanine."
83dc5272-5e87-47b7-bd06-271bbac620a4;Flocon d'érable en sachet 170 g COULEUR QUEBEC;sirop d'érable pur à 100 %.
a7675ff8-d016-42a9-8c66-45cc70365c58;Confiture 4 fruits en bocal 370 g BONNE MAMAN;Fruits (fraises 20%, cerises 15%, groseilles 12%, cassis 3%), sucre, sucre roux de canne, jus de citrons concentré, gélifiant : pectine de fruits.
e6fd50ef-8abd-413e-879c-d64b28cbd80a;Sucre en poudre en bûchette 5 g SAINT LOUIS;
9fb44f0a-bac3-49e6-a7dc-32257045bad5;Tranche de citron confit en boîte 1 kg APTUNION;
06bd28d1-ca8c-40e2-bb68-25deb8ad0951;Haricots blancs en sac 10 kg SABAROT;100% haricots blancs
